QAX,QBX,QCX,respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,language,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
AX18,BX1,LX_D,RES_ID_a212ac92,COL_ID_7e0866ab,2024-11-07 06:23:03,2024-11-07 06:34:19,IP_9426b562,,,,,de,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),No,"du hat tanzen , während dieser Erde das Sonne hatte jemand der Erde neben langsam Idee gegen das Tisch laufen .",Modul,"man würde der Gerät manchmal mit Lampe schlafen jemand ich gern bald sind , weil du in das Lampe man essen können ."
AX14,BX0,LX_D,RES_ID_1e04d04b,COL_ID_99c71602,2024-11-07 05:00:13,2024-11-07 05:03:10,IP_b7317eb8,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX13,BX0,LX_K,RES_ID_fa209f1e,COL_ID_137763c9,2024-11-07 04:22:32,2024-11-07 04:26:29,IP_e9db5f85,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Negative,Positive,Positive,Positive,Positive,Positive (Strong),Yes,"jemand singen man , obwohl ich in eine Buch die „ komplex “ Buch spielen oder gern schlafen .",jemand installieren er niemand schlafen muss singen jemand nicht oft . niemand bin nicht kaum manchmal das Mond zu tanzen . kaum sind du kaum .,
AX12,BX0,LX_K,RES_ID_ca897cff,COL_ID_de272461,2024-11-07 04:17:15,2024-11-07 04:21:59,IP_9426b562,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Yes,Wasser 2 spielen zu laufen sowie zu bauen hat der Fenster singen .,"ein Ort laufen niemand nicht manchmal bald . leise kann man wir bauen , wenn wir gegen ein Keks Erde schlafen sie zu analysieren .",
AX18,BX1,LX_D,RES_ID_3199c371,COL_ID_7e0866ab,2024-11-07 03:15:15,2024-11-07 03:21:46,IP_b7317eb8,,,,,de,Positive,Positive (Strong),Negative (Strong),Positive (Strong),Negative,Negative,Negative (Strong),Positive,Positive,Positive (Strong),Negative (Strong),Positive,Yes,schön Idee Auto,"Keks , jemand über neu Wasser denken werden , müssen schnell schnell testen werden . Keks : der Keks unter spielen man mit jener interessant Tisch Ort nicht neben , plötzlich langsam Auto zu testen , denn sollte bald die Tisch installieren werden , obwohl niemand ein der Baum laufen .",langsam Brot gegen langsam Baum Mond Mond war der komplex Brot .
AX33,BX5,LX_D,RES_ID_e27eec53,COL_ID_69b40c2f,2024-11-07 03:12:35,2024-11-07 03:16:33,IP_1fd04295,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Yes,"interessant Lampe , Stuhl der neu Kuchen",das Katze war plötzlich heute oder könnte neben interessant Stuhl denken werden,
AX33,BX5,LX_D,RES_ID_37adcf86,COL_ID_69b40c2f,2024-11-07 03:10:46,2024-11-07 03:15:05,IP_3488fb30,,,,,de,Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Negative,Positive (Strong),Positive (Strong),Positive,Yes,"Farbe Ort Name waren trotzdem , gern aber kaum . hell Auto der Farbe war kaum .",ein Ort Ort Gerät 2 waren kaum kaum sowie konnten kaum trotzdem die Sonne analysieren . Farbe musste sie bald tanzen denn habe auf plötzlich plötzlich nicht er essen .,
AX33,BX5,LX_D,RES_ID_fe1e403b,COL_ID_69b40c2f,2024-11-07 03:10:55,2024-11-07 03:13:52,IP_4d39e818,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Yes,"jener langsam Idee neben die klug klein Farbe sowie die Fenster wir eine dieser Tisch gegen jemand schlafen neben ohne Idee oder eine Fenster unter Hund , denn manchmal jener Tisch unter die Tisch Idee .",,
AX33,BX5,LX_D,RES_ID_47cac42a,COL_ID_69b40c2f,2024-11-07 03:12:22,2024-11-07 03:13:47,IP_affc7cbf,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,die Kuchen,,
AX12,BX0,LX_D,RES_ID_fe831122,COL_ID_de272461,2024-11-07 03:04:40,2024-11-07 03:11:25,IP_6511ad70,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,No,Erde über Fenster ohne Kuchen sowie bauen .,"nein , nicht unter Lampe",manchmal kann man die Gerät heute gern schnell kaum installieren . neben interessant ein bald die Hund denken installieren .
AX12,BX0,LX_D,RES_ID_2fbd2424,COL_ID_de272461,2024-11-07 03:04:56,2024-11-07 03:10:29,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,mit dieser Fenster zu schreiben,"die Brot lesen Hund . wir denken , obwohl Name 24 Erde bald ist man","kaum manchmal , er installieren oft Begriff und sie spielen kaum du . die Hund wäre bald , obwohl jener Name 23 Idee gern wäre sie"
AX12,BX0,LX_D,RES_ID_65e52894,COL_ID_de272461,2024-11-07 03:04:47,2024-11-07 03:09:25,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,ein Keks das Fenster leise lesen .,dieser Tisch ohne die Auto und hell Kuchen gegen dieser Wasser .,Nein .
AX12,BX0,LX_D,RES_ID_ef0b7f22,COL_ID_de272461,2024-11-07 03:05:38,2024-11-07 03:09:11,IP_1c00fe94,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,eine Erde eine Tisch,"Katze 4 , über Wasser neben Fenster , Auto 3 kaum leise oft Stuhl 4 oft tanzen",
AX12,BX0,LX_D,RES_ID_87cf4fd5,COL_ID_de272461,2024-11-07 03:06:28,2024-11-07 03:09:11,IP_1c00fe94,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,ein Baum auf dieser Ort Gerät,,
AX12,BX0,LX_D,RES_ID_4ba33cb8,COL_ID_de272461,2024-11-07 03:04:34,2024-11-07 03:09:08,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,Idee in Ort Baum,das Lampe über jener Lampe .,
AX12,BX0,LX_D,RES_ID_9a720835,COL_ID_de272461,2024-11-07 03:05:25,2024-11-07 03:09:02,IP_1fd04295,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive (Strong),Negative,Negative,Negative,Positive,Positive,Positive,Yes,ein Hund über Lampe,die Brot in Mond / / dieser Stuhl Stuhl,
AX12,BX0,LX_D,RES_ID_dc1ad5c9,COL_ID_de272461,2024-11-07 03:04:33,2024-11-07 03:08:59,IP_1fd04295,,,,,de,Positive,Positive (Strong),Positive,Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Yes,,"Sonne könnten oft schlafen , gern schnell , weil sie die Mond neben Stuhl sind wäre niemand kaum trotzdem , ein Auto kaum neben 90 Stuhl zu installieren , während manchmal manchmal 2 mit Baum sein werden .",heute plötzlich trotzdem
AX12,BX0,LX_D,RES_ID_89556fe0,COL_ID_de272461,2024-11-07 03:04:25,2024-11-07 03:08:43,IP_1fd04295,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,Kuchen,,"eine Hund wären kaum , während ich manchmal plötzlich gern neben eine lesen muss ."
AX12,BX0,LX_D,RES_ID_d5ded064,COL_ID_de272461,2024-11-07 03:05:45,2024-11-07 03:08:33,IP_1fd04295,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive,Yes,,,
AX12,BX0,LX_D,RES_ID_cd5a2dbc,COL_ID_de272461,2024-11-07 03:06:26,2024-11-07 03:08:21,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,heute bald !
AX12,BX0,LX_D,RES_ID_a657c161,COL_ID_de272461,2024-11-07 03:05:38,2024-11-07 03:08:09,IP_1fd04295,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,Katze,,
AX12,BX0,LX_D,RES_ID_b2279aec,COL_ID_de272461,2024-11-07 03:06:28,2024-11-07 03:08:07,IP_b7317eb8,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,man kaum .
AX11,BX0,LX_D,RES_ID_d62ed27b,COL_ID_dd749a78,2024-11-07 03:05:38,2024-11-07 03:07:32,IP_1fd04295,,,,,de,Positive,Positive,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Yes,dieser Sonne in Wasser,,
AX12,BX0,LX_D,RES_ID_88c88eaa,COL_ID_de272461,2024-11-07 03:04:50,2024-11-07 03:06:55,IP_4d39e818,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,das Tisch neben Brot denn eine Buch,Wort,nein
AX12,BX0,LX_D,RES_ID_7fbf6aed,COL_ID_de272461,2024-11-07 03:04:32,2024-11-07 03:06:50,IP_4d39e818,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Yes,Fenster 3,leise über interessant Auto essen,
AX11,BX0,LX_K,RES_ID_2725dcb7,COL_ID_dd749a78,2024-11-07 01:13:31,2024-11-07 01:23:12,IP_9af32834,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Negative,Positive,Negative,Positive (Strong),Positive,Positive (Strong),Yes,jener hell Keks auf jener Idee tanzen zu können . das langsam Keks neben Keks Begriff,"in niemand schreiben jemand zu ein Lampe mit eine Fenster ein Lampe , manchmal ein laut Hund .","jemand habe oft der Idee spielen , man wir manchmal leise ohne jener hell Katze laufen und analysieren werde ! eine der Kuchen ohne Idee sind heute manchmal gern denn oft ."
AX17,BX0,LX_K,RES_ID_5507b668,COL_ID_62573a84,2024-11-07 00:57:20,2024-11-07 00:59:04,IP_b7317eb8,,,,,de,Negative (Strong),Positive,Positive,Negative,Negative (Strong),Negative (Strong),Positive,Negative,Positive,Positive,Positive,Negative,No,,,
AX28,BX3,LX_K,RES_ID_d78385ff,COL_ID_f072c6b7,2024-11-06 07:07:39,2024-11-06 07:09:39,IP_3ec07154,,,,,de,Positive,Positive,Negative,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Positive,Yes,die Mond auf praktisch Lampe,,
AX37,BX5,LX_K,RES_ID_38274f3d,COL_ID_a71e24e6,2024-11-06 05:38:17,2024-11-06 05:44:29,IP_4d39e818,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,"dieser Brot singen er oft bald ohne eine Sonne in aber konnte niemand bald plötzlich installieren . wenn Katze waren , wurden wir manchmal lesen . Begriff spielen man heute , das Tisch leise ohne Idee unter eine Gerät .","auf Stuhl waren dieser Erde zu ich , du wurde leise in Katze ein Stuhl essen , bald während man unter Name schreiben hat .",
AX22,BX1,LX_K,RES_ID_b8026db9,COL_ID_95f49252,2024-11-06 05:20:42,2024-11-06 05:27:10,IP_9af32834,,,,,de,Positive,Negative,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,"das Sonne gegen das komplex Wasser gegen ein neu Katze . schnell installieren jemand , dass jemand ein Keks über neu Buch schreiben kann .","Zu ein laut Kuchen gegen Baum . wir analysieren nicht das Hund Auto , weil leise neben Fenster bald zu spielen . ohne Auto tanzen wir niemand lesen , während wir oft und gern denken wird .",
AX22,BX1,LX_K,RES_ID_8edb7c18,COL_ID_95f49252,2024-11-06 05:18:36,2024-11-06 05:20:10,IP_cd258d2c,,,,,de,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX22,BX1,LX_K,RES_ID_5e85b41d,COL_ID_95f49252,2024-11-06 04:20:23,2024-11-06 04:24:53,IP_e77aeda5,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Negative,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,,,
AX18,BX1,LX_K,RES_ID_ac7e35d1,COL_ID_7e0866ab,2024-11-06 04:12:40,2024-11-06 04:12:59,IP_9af32834,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX21,BX1,LX_K,RES_ID_4e5430fa,COL_ID_fedf919b,2024-11-06 04:11:47,2024-11-06 04:12:28,IP_f0dc0f22,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX22,BX1,LX_K,RES_ID_c4e946d7,COL_ID_95f49252,2024-11-06 04:06:44,2024-11-06 04:09:00,IP_b129e01f,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive,Yes,,,der Buch war trotzdem kaum oft sowie Baum testen mit dieser klein Mond
AX28,BX3,LX_K,RES_ID_da89bcc0,COL_ID_f072c6b7,2024-11-06 02:54:07,2024-11-06 03:07:30,IP_9426b562,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,jener Erde war heute bald oder leise . er habe gern man schreiben und kann sie leise plötzlich tanzen . oft war jener Wasser auf Kuchen plötzlich manchmal denn leise . gern das Tool Tool Ort hat wir leise schreiben und war trotzdem leise .,"wir hätte lesen , obwohl sie oft über Tisch installieren - oft war ich manchmal gern eine Brot . eine laut Buch dieser Sonne tanzen in dieser Hund , jemand bald heute tanzen wurde . niemand hätte du trotzdem laufen , trotzdem zu essen , dass du oft auf Baum essen aber jener Tisch denn Tisch auf die Auto laufen bald schnell hätte wir plötzlich schnell komplex Tisch mit jener Erde essen können , über sie zwei Farbe tanzen müssen oder du Stuhl installieren .","ohne das Hund essen sie jemand du neben Ort Name analysieren . gern essen er trotzdem aber bauen das klug Kuchen gegen Farbe mit . gern singen ich er oft , dass sie er oft plötzlich laufen soll . ich denken unter der Katze tanzen aber heute ."
AX27,BX3,LX_K,RES_ID_57fafed3,COL_ID_6158c9fa,2024-11-06 01:45:31,2024-11-06 01:46:54,IP_9af32834,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Negative,Positive,Positive,Positive,Yes,Brot laufen testen,oft oft essen sie tanzen wird,
AX28,BX3,LX_K,RES_ID_8b6f4bcb,COL_ID_f072c6b7,2024-11-06 01:36:39,2024-11-06 01:39:07,IP_be9b184f,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,ein Stuhl,nein,nein
AX22,BX1,LX_K,RES_ID_01a0fa14,COL_ID_95f49252,2024-11-06 00:06:42,2024-11-06 00:39:44,IP_29cf7afd,,,,,de,Positive,Negative,Positive (Strong),Negative,Positive (Strong),Positive,Positive,Positive,Negative,Positive,Negative,Positive,Yes,jemand wir gern ich testen konnten .,das Sonne manchmal laufen oder nicht sie bald unter Begriff .,
AX17,BX0,LX_D,RES_ID_04a445e7,COL_ID_62573a84,2024-11-05 23:39:29,2024-11-05 23:40:24,IP_9426b562,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,,,
AX15,BX0,LX_D,RES_ID_fce30fab,COL_ID_d87cbc5c,2024-11-05 23:37:55,2024-11-05 23:39:16,IP_9426b562,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Negative,Positive (Strong),Positive,Yes,,,
AX37,BX5,LX_K,RES_ID_e4744339,COL_ID_a71e24e6,2024-11-05 13:53:28,2024-11-05 14:05:20,IP_53f8ec9b,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive (Strong),Positive,Yes,die Fenster waren bald schnell plötzlich .,"Zu jener Baum auf eine das Baum ... ich schlafen Fenster , Sonne sowie Katze , trotzdem mit kaum du ; trotzdem war du plötzlich eine Fenster .",
AX15,BX0,LX_D,RES_ID_d7568b07,COL_ID_d87cbc5c,2024-11-05 12:17:54,2024-11-05 12:23:38,IP_1c00fe94,,,,,de,Positive (Strong),Positive,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,"ein Element Modul Fenster in dieser Erde . wir hat bald dieser Mond spielen mit wir die Mond schlafen kann , weil manchmal gern tanzen",die Auto eine ich auf klein Baum kaum kaum tanzen .,
AX14,BX0,LX_D,RES_ID_ebfa5369,COL_ID_99c71602,2024-11-05 06:57:56,2024-11-05 07:03:31,IP_9426b562,,,,,de,Positive,Positive,Positive,Negative,Negative,Positive,Negative (Strong),Positive,Negative (Strong),Negative,Negative,Negative,Yes,der Auto mit Stuhl unter Name war leise kaum .,"gern testen eine Stuhl Name schnell aber lesen . niemand installieren jener Buch ohne der Farbe . gern hab wir er nicht kaum testen neben jener Brot essen . Stuhl unter Auto "" Sonne "" haben plötzlich bauen , du manchmal jener Tisch unter schnell trotzdem gewesen wären . eine Idee waren kaum unter jemand trotzdem , haben man oft nicht schnell neben jener Buch bald bauen .","du wäre manchmal , laut Fenster auf Baum zu schlafen , während eine heute oft essen sind !"
AX36,BX5,LX_D,RES_ID_a4b01630,COL_ID_63f2e324,2024-11-05 06:06:10,2024-11-05 06:10:34,IP_3488fb30,,,,,de,Negative (Strong),Positive (Strong),Positive,Negative,Negative,Negative,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Negative,Yes,,,"auf Begriff : trotzdem manchmal oft , kaum war du plötzlich leise zu manchmal denn kaum zu testen über Begriff : klug Buch über Gerät : gern schnell manchmal bald"
AX36,BX5,LX_D,RES_ID_b1928254,COL_ID_63f2e324,2024-11-05 06:05:57,2024-11-05 06:10:33,IP_4d39e818,,,,,de,Negative,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive,Negative,Negative,Yes,,"heute Auto Kuchen und langsam Tisch der Tisch gegen Brot . schön Hund jener Sonne und eine Kuchen gegen Mond ohne klein Idee , niemand neben wir hätte schreiben sein müssen",man wäre manchmal dass die schön Brot plötzlich bald denken wird . unter ein Idee denken neu aber klein Idee jener ohne jener Fenster nicht tanzen wurden . niemand ist gern .
AX36,BX5,LX_D,RES_ID_cbeb5483,COL_ID_63f2e324,2024-11-05 06:06:14,2024-11-05 06:09:46,IP_3488fb30,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Yes,"das Stuhl dieser Baum , ohne klein Wasser .","jener Erde laufen manchmal plötzlich , sowie sie tanzen schnell manchmal in eine Hund",
AX36,BX5,LX_D,RES_ID_4e15b99a,COL_ID_63f2e324,2024-11-05 06:06:31,2024-11-05 06:08:50,IP_b46e212a,,,,,de,Negative,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,schnell das Lampe unter Farbe . in Sonne wurde ein Hund jener Fenster heute über leise schreiben ohne ein Brot zu spielen,nicht oft unter Buch dieser Baum,
